stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code
dcc3f924-9603-11e6-9066-549f350fcb0c,Pesaro (Piazzale G. Falcone P. Borsellino),43.906106,12.906074,PSR,,,,,,,Europe/Rome,
dcc3fe15-9603-11e6-9066-549f350fcb0c,Bled bus station,46.371189,14.106885,BLD,,,,,,,Europe/Ljubljana,
dcc3ff22-9603-11e6-9066-549f350fcb0c,Villach Bus Station,46.61775,13.847884,VLL,,,,,,,Europe/Vienna,
dcc4076a-9603-11e6-9066-549f350fcb0c,Nova Gradiška bus station,45.254099,17.378315,QNG,,,,,,,Europe/Zagreb,
dcc40892-9603-11e6-9066-549f350fcb0c,Pirovac (Jadranska magistrala),43.82123,15.67049,QPV,,,,,,,Europe/Zagreb,
dcc409a1-9603-11e6-9066-549f350fcb0c,Poreč bus station,45.224498,13.597662,QPC,,,,,,,Europe/Zagreb,
dcc40a9a-9603-11e6-9066-549f350fcb0c,Portorož,45.51361,13.595452,PRZ,,,,,,,Europe/Ljubljana,
dcc40e83-9603-11e6-9066-549f350fcb0c,Pula bus station,44.876111,13.855089,QPA,,,,,,,Europe/Zagreb,
dcc40fd4-9603-11e6-9066-549f350fcb0c,Rovinj bus station,45.080724,13.638708,QVJ,,,,,,,Europe/Zagreb,
dcc410d7-9603-11e6-9066-549f350fcb0c,Slavonski Brod bus station,45.162829,18.009094,QSD,,,,,,,Europe/Zagreb,
dcc415ed-9603-11e6-9066-549f350fcb0c,Umag bus station,45.431487,13.529458,QUM,,,,,,,Europe/Zagreb,
dcc416fa-9603-11e6-9066-549f350fcb0c,Vodice bus station,43.759176,15.778415,QVD,,,,,,,Europe/Zagreb,
dcc41ab1-9603-11e6-9066-549f350fcb0c,Vinkovci bus station,45.299047,18.802077,QVN,,,,,,,Europe/Zagreb,
dcc41bb0-9603-11e6-9066-549f350fcb0c,Županja bus station,45.077537,18.695953,QZP,,,,,,,Europe/Zagreb,
dcc41e60-9603-11e6-9066-549f350fcb0c,Kutina bus station,45.479599,16.772601,QKU,,,,,,,Europe/Zagreb,
dcc41f5e-9603-11e6-9066-549f350fcb0c,Imotski Autobusni kolodvor,43.445886,17.221169,QIM,,,,,,,Europe/Zagreb,
dcc422e4-9603-11e6-9066-549f350fcb0c,Knin bus station,44.03548,16.198036,QKN,,,,,,,Europe/Zagreb,
dcc42598-9603-11e6-9066-549f350fcb0c,Korenica,44.743868,15.706596,QKR,,,,,,,Europe/Zagreb,
dcc42696-9603-11e6-9066-549f350fcb0c,Makarska bus station,43.29799,17.01849,MKK,,,,,,,Europe/Zagreb,
dcc429e1-9603-11e6-9066-549f350fcb0c,Sinj,43.700508,16.643538,QSI,,,,,,,Europe/Zagreb,
dcc42f2a-9603-11e6-9066-549f350fcb0c,Trilj,43.619342,16.723165,QTJ,,,,,,,Europe/Zagreb,
dcc43253-9603-11e6-9066-549f350fcb0c,Udbina,44.533717,15.765526,QUD,,,,,,,Europe/Zagreb,
dcc435b4-9603-11e6-9066-549f350fcb0c,Čitluk,43.225949,17.693285,QCL,,,,,,,Europe/Sarajevo,
dcc43bc7-9603-11e6-9066-549f350fcb0c,Ljubuški bus station,43.198271,17.549289,QLU,,,,,,,Europe/Sarajevo,
dcc43ef0-9603-11e6-9066-549f350fcb0c,Međugorje,43.195392,17.678533,QMD,,,,,,,Europe/Sarajevo,
dcc44862-9603-11e6-9066-549f350fcb0c,Mostar Zapadni kolodvor,43.35196,17.79873,QMS,,,,,,,Europe/Sarajevo,
dcc450a5-9603-11e6-9066-549f350fcb0c,Parc Asterix (Bus Parking),49.137161,2.569371,PAX,,,,,,,Europe/Paris,
dcc45202-9603-11e6-9066-549f350fcb0c,Liberec (bus station),50.763871,15.046145,LBC,,,,,,,Europe/Prague,
dcc454ac-9603-11e6-9066-549f350fcb0c,"Warsaw, Bus Station West",52.218398,20.961755,WZA,,,,,,,Europe/Warsaw,
dcc455fa-9603-11e6-9066-549f350fcb0c,Milan (San Donato M3),45.428762,9.254449,MSD,,,,,,,Europe/Rome,
dcc4574b-9603-11e6-9066-549f350fcb0c,Udine (autostazione),46.057273,13.242765,UDN,,,,,,,Europe/Rome,
dcc45848-9603-11e6-9066-549f350fcb0c,Serravalle Scrivia (Outlet),44.735223,8.837485,SER,,,,,,,Europe/Rome,
dcc45a6f-9603-11e6-9066-549f350fcb0c,Bergamo (Orio al Serio Airport - BGY),45.665814,9.697448,BGY,,,,,,,Europe/Rome,
dcc45c53-9603-11e6-9066-549f350fcb0c,Venice (Marco Polo Airport),45.504182,12.336193,VCE,,,,,,,Europe/Rome,
dcc45d4c-9603-11e6-9066-549f350fcb0c,Monopoli,40.948739,17.289121,MNP,,,,,,,Europe/Rome,
dcc45e3d-9603-11e6-9066-549f350fcb0c,Polignano a Mare,40.991186,17.217068,POL,,,,,,,Europe/Rome,
dcc45f5b-9603-11e6-9066-549f350fcb0c,Senigallia,43.715824,13.221381,SGL,,,,,,,Europe/Rome,
dcc46142-9603-11e6-9066-549f350fcb0c,Altamura,40.81763,16.560211,ALM,,,,,,,Europe/Rome,
dcc4623a-9603-11e6-9066-549f350fcb0c,Andria,41.241333,16.290444,AND,,,,,,,Europe/Rome,
dcc46d21-9603-11e6-9066-549f350fcb0c,Peschiera del Garda (Stazione FS),45.438872,10.702388,GRD,,,,,,,Europe/Rome,
dcc46e4f-9603-11e6-9066-549f350fcb0c,Gardaland,45.452963,10.714581,GLD,,,,,,,Europe/Rome,
dcc46f5f-9603-11e6-9066-549f350fcb0c,Pompei,40.747456,14.505366,POM,,,,,,,Europe/Rome,
dcc47058-9603-11e6-9066-549f350fcb0c,Savona (Stazione FS),44.307071,8.4714,SVN,,,,,,,Europe/Rome,
dcc4755d-9603-11e6-9066-549f350fcb0c,Porto d'Ascoli,42.919978,13.891154,PDA,,,,,,,Europe/Rome,
dcc47678-9603-11e6-9066-549f350fcb0c,Aosta,45.735249,7.324412,AOT,,,,,,,Europe/Rome,
dcc47766-9603-11e6-9066-549f350fcb0c,Courmayeur,45.791382,6.970375,CMY,,,,,,,Europe/Rome,
dcc47b1e-9603-11e6-9066-549f350fcb0c,Norrköping (Resecentrum) Flixbus Stop,58.59681,16.187798,NOK,,,,,,,Europe/Stockholm,
dcc47c34-9603-11e6-9066-549f350fcb0c,Lund (Centralen),55.708608,13.186563,LUN,,,,,,,Europe/Stockholm,
dcc48062-9603-11e6-9066-549f350fcb0c,Turin (Lingotto),45.025254,7.656457,TOL,,,,,,,Europe/Rome,
dcc4825c-9603-11e6-9066-549f350fcb0c,Dole (Péage de Choisey - A39),47.064098,5.447277,DOL,,,,,,,Europe/Paris,
dcc489fa-9603-11e6-9066-549f350fcb0c,Roye (Péage),49.706844,2.769223,ROY,,,,,,,Europe/Paris,
dcc48d05-9603-11e6-9066-549f350fcb0c,Montélimar (Central Bus Station),44.560003,4.745104,MTL,,,,,,,Europe/Paris,
dcc49111-9603-11e6-9066-549f350fcb0c,Terni,42.569497,12.65236,TER,,,,,,,Europe/Rome,
dcc4a116-9603-11e6-9066-549f350fcb0c,Foligno,42.95325,12.708145,FOL,,,,,,,Europe/Rome,
dcc4a430-9603-11e6-9066-549f350fcb0c,Cesena Karl Marx,44.144858,12.248472,CSM,,,,,,,Europe/Rome,
dcc4aad6-9603-11e6-9066-549f350fcb0c,Porto Garibaldi,44.678742,12.241495,PGB,,,,,,,Europe/Rome,
dcc4af28-9603-11e6-9066-549f350fcb0c,Frosinone,41.628628,13.326842,FRO,,,,,,,Europe/Rome,
dcc4b316-9603-11e6-9066-549f350fcb0c,Biograd na Moru bus station,43.937832,15.443678,QBI,,,,,,,Europe/Zagreb,
dcc4b4bb-9603-11e6-9066-549f350fcb0c,Dubrovnik bus station,42.662809,18.083547,QDU,,,,,,,Europe/Zagreb,
dcc4b633-9603-11e6-9066-549f350fcb0c,Gospić,44.548309,15.368141,QGO,,,,,,,Europe/Zagreb,
dcc4b935-9603-11e6-9066-549f350fcb0c,Metković,43.053861,17.642044,QME,,,,,,,Europe/Zagreb,
dcc4ba98-9603-11e6-9066-549f350fcb0c,Pakoštane,43.914971,15.508683,QPK,,,,,,,Europe/Zagreb,
dcc4c177-9603-11e6-9066-549f350fcb0c,Polača,44.016121,15.518289,QPL,,,,,,,Europe/Zagreb,
dcc4c2bb-9603-11e6-9066-549f350fcb0c,Stankovci,43.906909,15.694877,QST,,,,,,,Europe/Zagreb,
dcc4c815-9603-11e6-9066-549f350fcb0c,Lviv train station,49.840352,23.995646,LVZ,,,,,,,Europe/Kyiv,
dcc4c90f-9603-11e6-9066-549f350fcb0c,Lviv (Stryiskyi Bus Station),49.786781,24.016486,LVS,,,,,,,Europe/Kyiv,
dcc4cafd-9603-11e6-9066-549f350fcb0c,Parndorf Designer Outlet,47.977626,16.849331,PAF,,,,,,,Europe/Vienna,
dcc4cbef-9603-11e6-9066-549f350fcb0c,Bosiljevo,45.410931,15.289252,QBS,,,,,,,Europe/Zagreb,
dcc4ccdf-9603-11e6-9066-549f350fcb0c,Posedarje,44.217132,15.465393,QPS,,,,,,,Europe/Zagreb,
dcc4cde6-9603-11e6-9066-549f350fcb0c,Poličnik,44.171362,15.375192,QPN,,,,,,,Europe/Zagreb,
dcc4cecf-9603-11e6-9066-549f350fcb0c,Bibinje,44.075285,15.287517,QBB,,,,,,,Europe/Zagreb,
dcc4cfcc-9603-11e6-9066-549f350fcb0c,Sukošan,44.052962,15.309211,QSN,,,,,,,Europe/Zagreb,
dcc4d0ca-9603-11e6-9066-549f350fcb0c,Sveti Filip i Jakov,43.963936,15.42465,QSF,,,,,,,Europe/Zagreb,
dcc4d8d8-9603-11e6-9066-549f350fcb0c,Malinska,45.122428,14.526459,QML,,,,,,,Europe/Zagreb,
dcc4de52-9603-11e6-9066-549f350fcb0c,Baška,44.971836,14.755879,QBK,,,,,,,Europe/Zagreb,
dcc4df4f-9603-11e6-9066-549f350fcb0c,Bršadin,45.362963,18.917465,QBD,,,,,,,Europe/Zagreb,
dcc4e32e-9603-11e6-9066-549f350fcb0c,Gradište,45.1451,18.728218,QGR,,,,,,,Europe/Zagreb,
dcc4e9d1-9603-11e6-9066-549f350fcb0c,Novska,45.3427,16.975406,QNO,,,,,,,Europe/Zagreb,
dcc4eb15-9603-11e6-9066-549f350fcb0c,Nuštar,45.332497,18.841362,QNU,,,,,,,Europe/Zagreb,
dcc4f2f2-9603-11e6-9066-549f350fcb0c,Gornja Vrba,45.174886,18.064463,QGV,,,,,,,Europe/Zagreb,
dcc4f648-9603-11e6-9066-549f350fcb0c,Opuzen,43.008562,17.550588,QOZ,,,,,,,Europe/Zagreb,
dcc4f762-9603-11e6-9066-549f350fcb0c,Klek,42.946044,17.564909,QKE,,,,,,,Europe/Zagreb,
dcc4f853-9603-11e6-9066-549f350fcb0c,Nagykanizsa (bus station),46.45686,16.98568,QNK,,,,,,,Europe/Budapest,
dcc4fb63-9603-11e6-9066-549f350fcb0c,Spoleto,42.727677,12.735254,SPT,,,,,,,Europe/Rome,
dcc4fc86-9603-11e6-9066-549f350fcb0c,Rochefort,45.947043,-0.963174,ROC,,,,,,,Europe/Paris,
dcc4ff8c-9603-11e6-9066-549f350fcb0c,Vukovar bus station,45.352796,18.998893,QVK,,,,,,,Europe/Zagreb,
dcc500aa-9603-11e6-9066-549f350fcb0c,Osijek bus station,45.553192,18.680033,QOK,,,,,,,Europe/Zagreb,
dcc5039d-9603-11e6-9066-549f350fcb0c,Valpovo bus station,45.657401,18.418132,QPO,,,,,,,Europe/Zagreb,
dcc506b7-9603-11e6-9066-549f350fcb0c,Donji Miholjac bus station,45.759244,18.166099,QDM,,,,,,,Europe/Zagreb,
dcc50a22-9603-11e6-9066-549f350fcb0c,Slatina (HR) bus station,45.706352,17.704407,QSL,,,,,,,Europe/Zagreb,
dcc50d10-9603-11e6-9066-549f350fcb0c,Virovitica bus station,45.835584,17.387759,QVV,,,,,,,Europe/Zagreb,
dcc5105a-9603-11e6-9066-549f350fcb0c,Pitomača,45.948274,17.232248,QPI,,,,,,,Europe/Zagreb,
dcc51356-9603-11e6-9066-549f350fcb0c,Đurđevac bus station,46.030741,17.065348,QDD,,,,,,,Europe/Zagreb,
dcc516ae-9603-11e6-9066-549f350fcb0c,Koprivnica bus station,46.164827,16.817504,QKV,,,,,,,Europe/Zagreb,
dcc51bfc-9603-11e6-9066-549f350fcb0c,Varaždin bus station,46.304205,16.334141,QVZ,,,,,,,Europe/Zagreb,
dcc51efe-9603-11e6-9066-549f350fcb0c,Rogoznica,43.541145,15.96892,QRG,,,,,,,Europe/Zagreb,
dcc52045-9603-11e6-9066-549f350fcb0c,Primošten (Zagrebačka ulica),43.588196,15.925508,QPR,,,,,,,Europe/Zagreb,
dcc52192-9603-11e6-9066-549f350fcb0c,Plitvička Jezera,44.881857,15.623422,PVJ,,,,,,,Europe/Zagreb,
dcc5254c-9603-11e6-9066-549f350fcb0c,Skradin,43.817735,15.923945,QSC,,,,,,,Europe/Zagreb,
dcc52e01-9603-11e6-9066-549f350fcb0c,Aprilia,41.591916,12.639595,APR,,,,,,,Europe/Rome,
dcc52f4c-9603-11e6-9066-549f350fcb0c,Assisi (Piazza Unità d'Italia),43.072237,12.607273,ASI,,,,,,,Europe/Rome,
dcc5308a-9603-11e6-9066-549f350fcb0c,Perugia (Piazza Partigiani),43.105678,12.387827,PRG,,,,,,,Europe/Rome,
dcc531f9-9603-11e6-9066-549f350fcb0c,Hasselt Station,50.931727,5.326435,HAS,,,,,,,Europe/Brussels,
dcc5362e-9603-11e6-9066-549f350fcb0c,Arlon Gare,49.680863,5.807538,ARL,,,,,,,Europe/Brussels,
dcc53720-9603-11e6-9066-549f350fcb0c,Pistoia,43.929383,10.914857,PIS,,,,,,,Europe/Rome,
dcc53821-9603-11e6-9066-549f350fcb0c,Avellino,40.923186,14.819069,AVL,,,,,,,Europe/Rome,
dcc5390d-9603-11e6-9066-549f350fcb0c,Benevento,41.131499,14.782848,BNV,,,,,,,Europe/Rome,
dcc53c0d-9603-11e6-9066-549f350fcb0c,Genoa (Piazza della Vittoria),44.403625,8.945907,GNV,,,,,,,Europe/Rome,
dcc53f1a-9603-11e6-9066-549f350fcb0c,Antwerp (Berchem),51.201255,4.435944,ABE,,,,,,,Europe/Brussels,
dcc54142-9603-11e6-9066-549f350fcb0c,Cologne Airport CGN (Terminal 2),50.881001,7.117833,CGN,,,,,,,Europe/Berlin,
dcc5426b-9603-11e6-9066-549f350fcb0c,Paris (Bercy Seine),48.835318,2.380519,PQB,,,,,,,Europe/Paris,
dcc543af-9603-11e6-9066-549f350fcb0c,Brive-la-Gaillarde (Pôle d'Echanges Brive Laroche),45.148429,1.478907,BGO,,,,,,,Europe/Paris,
dcc54f0b-9603-11e6-9066-549f350fcb0c,Dover (P&O Ferry),51.12907,1.34014,DPO,,,,,,,Europe/London,
dcc55ba7-9603-11e6-9066-549f350fcb0c,Longarone,46.267257,12.3016,LGRE,,,,,,,Europe/Rome,
dcc55c9b-9603-11e6-9066-549f350fcb0c,Tai Di Cadore (Piazzale Dolomiti),46.422676,12.359471,TAI,,,,,,,Europe/Rome,
dcc55f92-9603-11e6-9066-549f350fcb0c,Borca di Cadore,46.43578,12.223588,BOR,,,,,,,Europe/Rome,
dcc563b8-9603-11e6-9066-549f350fcb0c,San Vito di Cadore,46.463849,12.204677,SVT,,,,,,,Europe/Rome,
dcc569ad-9603-11e6-9066-549f350fcb0c,Cortina d'Ampezzo,46.53906,12.137848,COR,,,,,,,Europe/Rome,
dcc5874b-9603-11e6-9066-549f350fcb0c,Brussels Zaventem Airport,50.897861,4.479341,BZA,,,,,,,Europe/Brussels,
dcc58ac0-9603-11e6-9066-549f350fcb0c,Grottaminarda,41.069023,15.059945,GTM,,,,,,,Europe/Rome,
dcc58d6e-9603-11e6-9066-549f350fcb0c,Poggibonsi,43.468264,11.153432,PGS,,,,,,,Europe/Rome,
dcc58f88-9603-11e6-9066-549f350fcb0c,Orvieto Scalo,42.723478,12.126333,ORV,,,,,,,Europe/Rome,
dcc595c6-9603-11e6-9066-549f350fcb0c,"Czestochowa, Bus Station",50.805079,19.118984,CZA,,,,,,,Europe/Warsaw,
dcc59b9c-9603-11e6-9066-549f350fcb0c,Mantua (Strada Cipata),45.162408,10.812224,MNT,,,,,,,Europe/Rome,
dcc59eba-9603-11e6-9066-549f350fcb0c,Millau (Central Bus Station),44.102213,3.074826,MIL,,,,,,,Europe/Paris,
dcc5abc6-9603-11e6-9066-549f350fcb0c,Linz Industriezeile,48.299634,14.322007,LII,,,,,,,Europe/Vienna,
dcc5ad12-9603-11e6-9066-549f350fcb0c,Grenoble (Condillac-Universités),45.189309,5.774476,GCU,,,,,,,Europe/Paris,
dcc5b203-9603-11e6-9066-549f350fcb0c,Brno (bus station Hotel Grand),49.19341,16.614258,BNN,,,,,,,Europe/Prague,
dcc5b353-9603-11e6-9066-549f350fcb0c,Amsterdam Schiphol Airport,52.306817,4.760319,AMA,,,,,,,Europe/Amsterdam,
dcc5b755-9603-11e6-9066-549f350fcb0c,Čakovec bus station,46.391354,16.434993,QCK,,,,,,,Europe/Zagreb,
dcc5b8d6-9603-11e6-9066-549f350fcb0c,Sittensen (Autohof),53.292987,9.503863,SIT,,,,,,,Europe/Berlin,
dcc5bceb-9603-11e6-9066-549f350fcb0c,Gravina in Puglia,40.827255,16.421845,GRP,,,,,,,Europe/Rome,
dcc5be1b-9603-11e6-9066-549f350fcb0c,Lavello,41.051769,15.793953,LVL,,,,,,,Europe/Rome,
dcc5d357-9603-11e6-9066-549f350fcb0c,"Luxembourg, P+R Bouillon",49.599985,6.105047,LUX,,,,,,,Europe/Luxembourg,
dcc5d5f2-9603-11e6-9066-549f350fcb0c,Orte,42.452374,12.406332,ORT,,,,,,,Europe/Rome,
dcc5dfdb-9603-11e6-9066-549f350fcb0c,Lunel,43.688418,4.13342,LUL,,,,,,,Europe/Paris,
dcc5e4fd-9603-11e6-9066-549f350fcb0c,Cassino,41.485309,13.832052,CSI,,,,,,,Europe/Rome,
dcc5e795-9603-11e6-9066-549f350fcb0c,Milan (Malpensa Airport Terminal 1),45.626097,8.712438,MXP,,,,,,,Europe/Rome,
dcc5e8c6-9603-11e6-9066-549f350fcb0c,Milan (Malpensa Airport Terminal 2),45.650132,8.722404,MX,,,,,,,Europe/Rome,
dcc5ee81-9603-11e6-9066-549f350fcb0c,Vechta (Autohof Bakum),52.726579,8.180352,VEA,,,,,,,Europe/Berlin,
dcc5f12c-9603-11e6-9066-549f350fcb0c,Chieti,42.356888,14.138587,CHT,,,,,,,Europe/Rome,
dcc5f982-9603-11e6-9066-549f350fcb0c,Beelen (marketplace),51.930129,8.117522,BEE,,,,,,,Europe/Berlin,
dcc5fcea-9603-11e6-9066-549f350fcb0c,Heiligenhafen (Wilhelmsplatz),54.371944,10.986181,HEH,,,,,,,Europe/Berlin,
dcc5fe86-9603-11e6-9066-549f350fcb0c,Baden-Baden (station),48.789499,8.191384,BAD,,,,,,,Europe/Berlin,
dcc603b5-9603-11e6-9066-549f350fcb0c,Valenciennes University,50.320047,3.512696,VAL,,,,,,,Europe/Paris,
dcc6051e-9603-11e6-9066-549f350fcb0c,Vasto,42.118665,14.70285,VST,,,,,,,Europe/Rome,
dcc60b3e-9603-11e6-9066-549f350fcb0c,Termoli,41.999058,14.986072,TRL,,,,,,,Europe/Rome,
dcc60df0-9603-11e6-9066-549f350fcb0c,Rimini (Piazzale Gondar),44.048045,12.602216,RNG,,,,,,,Europe/Rome,
dcc60f3f-9603-11e6-9066-549f350fcb0c,Agropoli,40.346532,14.998958,AGR,,,,,,,Europe/Rome,
dcc61067-9603-11e6-9066-549f350fcb0c,Rovigo (Piazza Riconoscenza),45.075378,11.781744,RVG,,,,,,,Europe/Rome,
dcc6116d-9603-11e6-9066-549f350fcb0c,Eboli,40.611648,15.048115,EBL,,,,,,,Europe/Rome,
dcc8d431-89bc-47be-a480-25cd2eef24ff,Stralsund (Bahnhofstraße),54.308787,13.079755,HSTB,,,,,,,Europe/Berlin,
